Algoritmo,Cantidad de reinas,Tiempo de ejecucion,Numero de soluciones exploradas,Solucion encontrada
Simulated Annealing,4,0.00099945068359375,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0009999275207519531,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0009999275207519531,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0009999275207519531,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0009980201721191406,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0010001659393310547,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0009999275207519531,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,False
Simulated Annealing,4,0.0010037422180175781,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,4,0.001001119613647461,142,True
Simulated Annealing,4,0.0,142,True
Simulated Annealing,8,0.0010013580322265625,142,False
Simulated Annealing,8,0.0009996891021728516,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,True
Simulated Annealing,8,0.0,142,True
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0010004043579101562,142,False
Simulated Annealing,8,0.0010001659393310547,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,True
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0009999275207519531,142,False
Simulated Annealing,8,0.0010018348693847656,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,True
Simulated Annealing,8,0.0009999275207519531,142,False
Simulated Annealing,8,0.00099945068359375,142,True
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.015625715255737305,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,8,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0009992122650146484,142,False
Simulated Annealing,10,0.0009996891021728516,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0010006427764892578,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.0,142,False
Simulated Annealing,10,0.015624523162841797,142,False
Simulated Annealing,10,0.0010004043579101562,142,False
Simulated Annealing,10,0.0010023117065429688,142,False
Simulated Annealing,10,0.001504659652709961,142,False
Simulated Annealing,10,0.0010008811950683594,142,False
Simulated Annealing,10,0.0010004043579101562,142,False
Simulated Annealing,10,0.0,142,True
